0:	2.717757524806E-06
1:	4.801861905435E-06
2:	6.668440164503E-06
3:	8.746172170504E-06
4:	1.102024270949E-05
5:	1.299061295867E-05
6:	1.485200846219E-05
7:	1.652683022257E-05
8:	1.800651807571E-05
9:	1.964865987247E-05
10:	2.110261630150E-05
11:	2.272998062836E-05
12:	2.451942236803E-05
13:	2.577491613920E-05
14:	2.673781636986E-05
15:	2.792953455355E-05
16:	2.927793684648E-05
17:	3.080197711824E-05
18:	3.222311352147E-05
19:	3.339446629980E-05
20:	3.441587250563E-05
21:	3.559666947694E-05
22:	3.714342528838E-05
23:	3.890394509654E-05
24:	4.044258821523E-05
25:	4.165947029833E-05
26:	4.267787153367E-05
27:	4.381213875604E-05
28:	4.521984374151E-05
29:	4.672988143284E-05
30:	4.812861516257E-05
31:	4.929822898703E-05
32:	5.035772483097E-05
33:	5.148441414349E-05
34:	5.276511001284E-05
35:	5.411735764937E-05
36:	5.539282574318E-05
37:	5.651189712808E-05
38:	5.754352969234E-05
39:	5.862014586455E-05
40:	5.980065543554E-05
41:	6.103314080974E-05
42:	6.220804789336E-05
43:	6.327161827357E-05
44:	6.430521170842E-05
45:	6.544031202793E-05
46:	6.662644591415E-05
47:	6.783903518226E-05
48:	6.902934546815E-05
49:	7.015711889835E-05
50:	7.125343836378E-05
51:	7.236456440296E-05
52:	7.351607200690E-05
53:	7.468651165254E-05
54:	7.583401747979E-05
55:	7.693598308833E-05
56:	7.801569881849E-05
57:	7.910201384220E-05
58:	8.021369285416E-05
59:	8.133864321280E-05
60:	8.244477794506E-05
61:	8.352038275916E-05
62:	8.457952935714E-05
63:	8.563698793296E-05
64:	8.671830437379E-05
65:	8.780407370068E-05
66:	8.887678268366E-05
67:	8.993151277537E-05
68:	9.097194561036E-05
69:	9.200926433550E-05
70:	9.306029824074E-05
71:	9.411630162504E-05
72:	9.519242303213E-05
73:	9.625640086597E-05
74:	9.730817691889E-05
75:	9.836530080065E-05
76:	9.943316399585E-05
77:	1.005023223115E-04
78:	1.015693414956E-04
79:	1.026164754876E-04
80:	1.036634639604E-04
81:	1.047128462233E-04
82:	1.057663685060E-04
83:	1.068223427865E-04
84:	1.078744680854E-04
85:	1.089136712835E-04
86:	1.099492365029E-04
87:	1.109887452913E-04
88:	1.120280430769E-04
89:	1.130704913521E-04
90:	1.141088214354E-04
91:	1.151372853201E-04
92:	1.161695472547E-04
93:	1.171933909063E-04
94:	1.182202759082E-04
95:	1.192563941004E-04
96:	1.202790299430E-04
97:	1.213055293192E-04
98:	1.223161234520E-04
99:	1.233379152836E-04
100:	1.243625447387E-04
101:	1.253940863535E-04
102:	1.264229795197E-04
103:	1.274466194445E-04
104:	1.284681638936E-04
105:	1.294943649555E-04
106:	1.305137411691E-04
107:	1.315430708928E-04
108:	1.325605408056E-04
109:	1.335816195933E-04
110:	1.346008939436E-04
111:	1.356239663437E-04
112:	1.366396318190E-04
113:	1.376564032398E-04
114:	1.386797957821E-04
115:	1.396962616127E-04
116:	1.407145755365E-04
117:	1.417267776560E-04
118:	1.427482638974E-04
119:	1.437683822587E-04
120:	1.447807590012E-04
121:	1.458020851715E-04
122:	1.468068076065E-04
123:	1.478231279179E-04
124:	1.488435373176E-04
125:	1.498555066064E-04
126:	1.508702407591E-04
127:	1.518783392385E-04
128:	1.528957363917E-04
129:	1.539089716971E-04
130:	1.549266744405E-04
131:	1.559420343256E-04
132:	1.569583691889E-04
133:	1.579756790306E-04
134:	1.589998428244E-04
135:	1.600183022674E-04
136:	1.610251492821E-04
137:	1.620423281565E-04
138:	1.630695041968E-04
139:	1.640746486373E-04
140:	1.650966587476E-04
141:	1.661089918343E-04
142:	1.671295613050E-04
143:	1.681404100964E-04
144:	1.691615034360E-04
145:	1.701741712168E-04
146:	1.711885561235E-04
147:	1.722096494632E-04
148:	1.732231175993E-04
149:	1.742349122651E-04
150:	1.752533717081E-04
151:	1.762652973412E-04
152:	1.772885734681E-04
153:	1.783015759429E-04
154:	1.793197152438E-04
155:	1.803370541893E-04
156:	1.813548442442E-04
157:	1.823640777729E-04
158:	1.833759306464E-04
159:	1.844023063313E-04
160:	1.854161964729E-04
161:	1.864405930974E-04
162:	1.874570298241E-04
163:	1.884781813715E-04
164:	1.894991437439E-04
165:	1.905178360175E-04
166:	1.915332832141E-04
167:	1.925551914610E-04
168:	1.935844920808E-04
169:	1.945959520526E-04
170:	1.956238265848E-04
171:	1.966414856724E-04
172:	1.976746425498E-04
173:	1.986834104173E-04
174:	1.997164945351E-04
175:	2.007369184867E-04
176:	2.017546648858E-04
177:	2.027916052612E-04
178:	2.038151433226E-04
179:	2.048361784546E-04
180:	2.058687532553E-04
181:	2.068965259241E-04
182:	2.079162513837E-04
183:	2.089423214784E-04
184:	2.099787961924E-04
185:	2.110060449922E-04
186:	2.120340068359E-04
187:	2.130577922799E-04
188:	2.140901342500E-04
189:	2.151227963623E-04
190:	2.161564771086E-04
191:	2.171866217395E-04
192:	2.182102762163E-04
193:	2.192486572312E-04
194:	2.202837058576E-04
195:	2.213137922809E-04
196:	2.223556075478E-04
197:	2.233833220089E-04
198:	2.244237839477E-04
199:	2.254608843941E-04
200:	2.264967479277E-04
201:	2.275348815601E-04
202:	2.285725640832E-04
203:	2.296049788129E-04
204:	2.306396490894E-04
205:	2.316813915968E-04
206:	2.327329275431E-04
207:	2.337661862839E-04
208:	2.348012203583E-04
209:	2.358540950809E-04
210:	2.368844870944E-04
211:	2.379191428190E-04
212:	2.389733126620E-04
213:	2.400092926109E-04
214:	2.410551533103E-04
215:	2.421058597974E-04
216:	2.431441389490E-04
217:	2.441900433041E-04
218:	2.452370245010E-04
219:	2.462808624841E-04
220:	2.473345375620E-04
221:	2.483788994141E-04
222:	2.494260843378E-04
223:	2.504732110538E-04
224:	2.515225496609E-04
225:	2.525759045966E-04
226:	2.536255342420E-04
227:	2.546795876697E-04
228:	2.557391999289E-04
229:	2.567771589383E-04
230:	2.578376443125E-04
231:	2.588912320789E-04
232:	2.599430736154E-04
233:	2.610106312204E-04
234:	2.620702434797E-04
235:	2.631236857269E-04
236:	2.641831524670E-04
237:	2.652425609995E-04
238:	2.663040650077E-04
239:	2.673573326319E-04
240:	2.684173232410E-04
241:	2.694826980587E-04
242:	2.705512742978E-04
243:	2.716160088312E-04
244:	2.726780367084E-04
245:	2.737414324656E-04
246:	2.748054685071E-04
247:	2.758702612482E-04
248:	2.769397979137E-04
249:	2.780043287203E-04
250:	2.790758444462E-04
251:	2.801443624776E-04
252:	2.812111051753E-04
253:	2.822772366926E-04
254:	2.833462494891E-04
255:	2.844227710739E-04
256:	2.855107304640E-04
257:	2.865827118512E-04
258:	2.876527141780E-04
259:	2.887257433031E-04
260:	2.898040402215E-04
261:	2.908827154897E-04
262:	2.919581311289E-04
263:	2.930402115453E-04
264:	2.941116690636E-04
265:	2.951927599497E-04
266:	2.962612197734E-04
267:	2.973482187372E-04
268:	2.984262537211E-04
269:	2.995071699843E-04
270:	3.005913749803E-04
271:	3.016778500751E-04
272:	3.027596976608E-04
273:	3.038506256416E-04
274:	3.049322695006E-04
275:	3.060217422899E-04
276:	3.071109822486E-04
277:	3.081982431468E-04
278:	3.092855622526E-04
279:	3.103839117102E-04
280:	3.114684368484E-04
281:	3.125532821286E-04
282:	3.136425511912E-04
283:	3.147384850308E-04
284:	3.158260078635E-04
285:	3.169291594531E-04
286:	3.180201747455E-04
287:	3.191099094693E-04
288:	3.202131192666E-04
289:	3.213105665054E-04
290:	3.223992243875E-04
291:	3.235024050809E-04
292:	3.246009873692E-04
293:	3.257000935264E-04
294:	3.268063010182E-04
295:	3.279053198639E-04
296:	3.290095482953E-04
297:	3.301046381239E-04
298:	3.312177432235E-04
299:	3.323244745843E-04
300:	3.334248613100E-04
301:	3.345319419168E-04
302:	3.356500237714E-04
303:	3.367523313500E-04
304:	3.378668043297E-04
305:	3.389764169697E-04
306:	3.400837886147E-04
307:	3.411936922930E-04
308:	3.423040034249E-04
309:	3.434240643401E-04
310:	3.445408656262E-04
311:	3.456537961029E-04
312:	3.467757778708E-04
313:	3.478815488052E-04
314:	3.489956725389E-04
315:	3.501179744489E-04
316:	3.512425755616E-04
317:	3.523583000060E-04
318:	3.534866846167E-04
319:	3.546099469531E-04
320:	3.557287855074E-04
321:	3.568452084437E-04
322:	3.579723415896E-04
323:	3.590896958485E-04
324:	3.602175856940E-04
325:	3.613377630245E-04
326:	3.624671371654E-04
327:	3.635984030552E-04
328:	3.647178818937E-04
329:	3.658494970296E-04
330:	3.669719735626E-04
331:	3.681159869302E-04
332:	3.692424215842E-04
333:	3.703667316586E-04
334:	3.714910126291E-04
335:	3.726314753294E-04
336:	3.737612860277E-04
337:	3.748853632715E-04
338:	3.760262625292E-04
339:	3.771580813918E-04
340:	3.782949352171E-04
341:	3.794318763539E-04
342:	3.805641608778E-04
343:	3.817061951850E-04
344:	3.828384215012E-04
345:	3.839707351290E-04
346:	3.851082292385E-04
347:	3.862567828037E-04
