0:	1.094684830605E-05
1:	1.929031714099E-05
2:	2.676899930520E-05
3:	3.503360130708E-05
4:	4.409242683323E-05
5:	5.203835826251E-05
6:	5.953594882158E-05
7:	6.628257688135E-05
8:	7.233030919451E-05
9:	7.900375203462E-05
10:	8.506876474712E-05
11:	9.186503302772E-05
12:	9.927065548254E-05
13:	1.047367695719E-04
14:	1.091471567634E-04
15:	1.144333073171E-04
16:	1.204021828016E-04
17:	1.270971697522E-04
18:	1.334136759397E-04
19:	1.388162781950E-04
20:	1.437436440028E-04
21:	1.493075978942E-04
22:	1.561964745633E-04
23:	1.638639514567E-04
24:	1.707990304567E-04
25:	1.766280765878E-04
26:	1.817836018745E-04
27:	1.873921573861E-04
28:	1.940150395967E-04
29:	2.010654716287E-04
30:	2.077389071928E-04
31:	2.136351686204E-04
32:	2.191696403315E-04
33:	2.250242105220E-04
34:	2.314789890079E-04
35:	2.382348757237E-04
36:	2.447769802529E-04
37:	2.508152392693E-04
38:	2.565599570516E-04
39:	2.625087799970E-04
40:	2.689035609365E-04
41:	2.755441819318E-04
42:	2.820215013344E-04
43:	2.881271939259E-04
44:	2.941429556813E-04
45:	3.004893369507E-04
46:	3.070865932386E-04
47:	3.138378669973E-04
48:	3.205281100236E-04
49:	3.270274901297E-04
50:	3.334223001730E-04
51:	3.399013658054E-04
52:	3.465770569164E-04
53:	3.533772542141E-04
54:	3.601199132390E-04
55:	3.667231358122E-04
56:	3.732627374120E-04
57:	3.798707912210E-04
58:	3.866098995786E-04
59:	3.934305568691E-04
60:	4.002318892162E-04
61:	4.069502465427E-04
62:	4.136198549531E-04
63:	4.203387652524E-04
64:	4.271655634511E-04
65:	4.340669838712E-04
66:	4.409607208800E-04
67:	4.478069313336E-04
68:	4.546442651190E-04
69:	4.615333746187E-04
70:	4.685029271059E-04
71:	4.755328700412E-04
72:	4.826180811506E-04
73:	4.896870232187E-04
74:	4.967534914613E-04
75:	5.038624512963E-04
76:	5.110428901389E-04
77:	5.182771710679E-04
78:	5.255233845674E-04
79:	5.327634862624E-04
80:	5.400135996751E-04
81:	5.473023629747E-04
82:	5.546419997700E-04
83:	5.620237207040E-04
84:	5.694259307347E-04
85:	5.768336704932E-04
86:	5.842510727234E-04
87:	5.916994414292E-04
88:	5.991936777718E-04
89:	6.067253416404E-04
90:	6.142752827145E-04
91:	6.218326161616E-04
92:	6.294078193605E-04
93:	6.370139308274E-04
94:	6.446545594372E-04
95:	6.523247575387E-04
96:	6.600176566280E-04
97:	6.677256315015E-04
98:	6.754500209354E-04
99:	6.831997307017E-04
100:	6.909830844961E-04
101:	6.987959495746E-04
102:	7.066294783726E-04
103:	7.144792471081E-04
104:	7.223502616398E-04
105:	7.302489830181E-04
106:	7.381787290797E-04
107:	7.461375789717E-04
108:	7.541245431639E-04
109:	7.621372351423E-04
110:	7.701755384915E-04
111:	7.782437023707E-04
112:	7.863455684856E-04
113:	7.944776443765E-04
114:	8.026353316382E-04
115:	8.108157198876E-04
116:	8.190217195079E-04
117:	8.272551349364E-04
118:	8.355164900422E-04
119:	8.438050281256E-04
120:	8.521167910658E-04
121:	8.604507893324E-04
122:	8.688056259416E-04
123:	8.771822904237E-04
124:	8.855817723088E-04
125:	8.940047118813E-04
126:	9.024453465827E-04
127:	9.109041420743E-04
128:	9.193799342029E-04
129:	9.278748184443E-04
130:	9.363866993226E-04
131:	9.449169156142E-04
132:	9.534611017443E-04
133:	9.620204800740E-04
134:	9.705930715427E-04
135:	9.791790507734E-04
136:	9.877786505967E-04
137:	9.963933844119E-04
138:	1.005017198622E-03
139:	1.013651373796E-03
140:	1.022295211442E-03
141:	1.030948827974E-03
142:	1.039611757733E-03
143:	1.048283418640E-03
144:	1.056962413713E-03
145:	1.065647462383E-03
146:	1.074338331819E-03
147:	1.083034207113E-03
148:	1.091735321097E-03
149:	1.100441906601E-03
150:	1.109150703996E-03
151:	1.117862062529E-03
152:	1.126575167291E-03
153:	1.135289552622E-03
154:	1.144005800597E-03
155:	1.152720185928E-03
156:	1.161435968243E-03
157:	1.170149771497E-03
158:	1.178859965876E-03
159:	1.187568763271E-03
160:	1.196273835376E-03
161:	1.204975880682E-03
162:	1.213672454469E-03
163:	1.222363556735E-03
164:	1.231047557667E-03
165:	1.239725737832E-03
166:	1.248396700248E-03
167:	1.257058698684E-03
168:	1.265712664463E-03
169:	1.274357084185E-03
170:	1.282990793698E-03
171:	1.291613909416E-03
172:	1.300225267187E-03
173:	1.308824052103E-03
174:	1.317409449257E-03
175:	1.325982273556E-03
176:	1.334540196694E-03
177:	1.343082869425E-03
178:	1.351609709673E-03
179:	1.360118854791E-03
180:	1.368611352518E-03
181:	1.377085689455E-03
182:	1.385541516356E-03
183:	1.393978833221E-03
184:	1.402394496836E-03
185:	1.410790369846E-03
186:	1.419164240360E-03
187:	1.427515293472E-03
188:	1.435843412764E-03
189:	1.444148016162E-03
190:	1.452427590266E-03
